"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Laboe","Schleswig-Holstein","Laboe, Schleswig-Holstein","(SH)",6.6,2.2,3.31802222222222,1,0.5
"Chemnitz","Sachsen","Chemnitz, Sachsen","(SN)",5.9,4.85,2.56301527777778,0,3.4
"Grainau","Bayern","Grainau, Bayern","(BY)",5.8,3.9,4.81574166666667,0,10.2
"Limburg an der Lahn","Hessen","Limburg an der Lahn, Hessen","(HE)",6.1,6.95,4.03849027777778,0,2.7
"Leer","Niedersachsen","Leer, Niedersachsen","(NI)",5.9,-2.4,7.48931527777778,0,0.3
"Bad Harzburg","Niedersachsen","Bad Harzburg, Niedersachsen","(NI)",6.2,5.25,3.07396527777778,0,2.5
"Hopfen am See","Bayern","Hopfen am See, Bayern","(BY)",5.5,3.15,4.43509444444445,0,6.2
"Hohwacht (Ostsee)","Schleswig-Holstein","Hohwacht (Ostsee), Schleswig-Holstein","(SH)",6.5,2.5,3.48047777777778,0,0.8
"Heilbronn","Baden-Württemberg","Heilbronn, Baden-Württemberg","(BW)",6.5,8.6,4.61224861111111,0,3.1
"Schwangau","Bayern","Schwangau, Bayern","(BY)",5.4,2.95,4.26325555555556,0,6.8
"Tegernsee","Bayern","Tegernsee, Bayern","(BY)",6.1,2.75,4.30659444444444,0,8.8
"Wustrow","Mecklenburg-Vorpommern","Wustrow, Mecklenburg-Vorpommern","(MV)",6.6,2.85,3.50465277777778,0,0.7
"Hildesheim","Niedersachsen","Hildesheim, Niedersachsen","(NI)",6.4,6.2,2.90617777777778,0,1.9
"Kurort Oybin","Sachsen","Kurort Oybin, Sachsen","(SN)",5.8,1.5,0.852206944444444,0,2.1
"Murnau am Staffelsee","Bayern","Murnau am Staffelsee, Bayern","(BY)",6.1,3.05,4.26008333333333,0,8.2
"Senftenberg","Brandenburg","Senftenberg, Brandenburg","(BB)",6.3,4.4,2.69315277777778,1,2.1
"Bad Salzuflen","Nordrhein-Westfalen","Bad Salzuflen, Nordrhein-Westfalen","(NW)",6.1,6.6,3.53543194444444,0,3
"Hann. Münden","Niedersachsen","Hann. Münden, Niedersachsen","(NI)",6.1,6.25,2.4500875,0,1.5
"Hagnau am Bodensee","Baden-Württemberg","Hagnau am Bodensee, Baden-Württemberg","(BW)",5.2,5.5,2.30534861111111,0,8.1
"Langenargen","Baden-Württemberg","Langenargen, Baden-Württemberg","(BW)",5.2,6.4,2.0172875,0,7.6
"Wolfsburg","Niedersachsen","Wolfsburg, Niedersachsen","(NI)",6.3,6.15,2.29346111111111,0,1.6
"Rerik","Mecklenburg-Vorpommern","Rerik, Mecklenburg-Vorpommern","(MV)",6.6,2.9,3.53587916666667,0,0.9
"Hameln","Niedersachsen","Hameln, Niedersachsen","(NI)",6.3,5.55,3.98399027777778,0,3.1
"Möhnesee","Nordrhein-Westfalen","Möhnesee, Nordrhein-Westfalen","(NW)",6.4,5.95,5.46037361111111,0,3.7
"Schillig","Niedersachsen","Schillig, Niedersachsen","(NI)",6.8,4.1,5.97912083333333,0,2
